transaction_id,customer_id,merchant_id,amount,payment_method,status,timestamp
T006057,C0238,M0033,39238.1,WALLET,SUCCESS,2026-06-29 17:29:32.352111
T006058,C0210,M0037,11621.5,CARD,SUCCESS,2026-07-06 11:05:30.119350
T006059,C0083,M0038,16549.2,NET_BANKING,SUCCESS,2026-08-31 18:14:23.756744
T006060,C0028,M0009,27850.61,CARD,SUCCESS,2026-08-31 06:17:28.210037
T006061,C0336,M0034,15480.9,NET_BANKING,SUCCESS,2026-07-22 12:07:26.066587
T006062,C0275,M0007,7235.3,UPI,FAILED,2026-08-07 12:14:18.373240
T006063,C0251,M0048,5021.0,NET_BANKING,SUCCESS,2026-07-22 14:27:28.603770
T006064,C0311,M0044,31683.01,UPI,FAILED,2026-06-13 00:27:48.235738
T006065,C0452,M0019,49036.33,NET_BANKING,SUCCESS,2026-08-10 22:47:05.929051
T006066,C0265,M0001,15118.77,WALLET,SUCCESS,2026-06-20 03:19:35.814770
T006067,C0487,M0050,25300.18,CARD,SUCCESS,2026-08-06 12:46:31.372560
T006068,C0154,M0018,43633.59,NET_BANKING,SUCCESS,2026-08-01 00:22:44.251596
T006069,C0259,M0045,28743.7,UPI,SUCCESS,2026-06-26 16:11:59.541926
T006070,C0481,M0003,49469.29,CARD,PENDING,2026-08-03 06:45:24.306711
T006071,C0238,M0021,26790.36,UPI,SUCCESS,2026-08-28 06:59:29.299676
T006072,C0185,M0048,15605.66,UPI,SUCCESS,2026-06-10 12:13:06.125878
T006073,C0087,M0008,47497.12,UPI,SUCCESS,2026-08-09 19:48:56.151253
T006074,C0235,M0038,20464.35,UPI,SUCCESS,2026-07-30 04:12:00.063778
T006075,C0127,M0011,34810.13,NET_BANKING,SUCCESS,2026-06-25 07:53:35.919110
T006076,C0395,M0004,15576.66,NET_BANKING,FAILED,2026-08-03 07:36:25.880965
T006077,C0373,M0023,29916.7,WALLET,SUCCESS,2026-09-05 05:53:30.905696
T006078,C0304,M0032,18558.76,NET_BANKING,SUCCESS,2026-06-16 00:29:16.774375
T006079,C0289,M0028,39814.37,NET_BANKING,SUCCESS,2026-06-12 12:23:10.658120
T006080,C0388,M0004,32615.15,NET_BANKING,SUCCESS,2026-07-31 10:26:25.696554
T006081,C0245,M0031,24356.31,WALLET,SUCCESS,2026-08-19 13:22:56.459605
T006082,C0488,M0010,3717.26,CARD,SUCCESS,2026-07-21 02:09:33.751074
T006083,C0035,M0046,41539.51,WALLET,PENDING,2026-07-19 10:28:37.818497
T006084,C0353,M0040,9287.39,UPI,SUCCESS,2026-07-30 09:48:20.349101
T006085,C0360,M0032,43626.2,CARD,SUCCESS,2026-06-16 11:03:02.532071
T006086,C0074,M0011,41578.63,NET_BANKING,SUCCESS,2026-06-29 18:25:33.298617
T006087,C0008,M0050,40263.97,CARD,SUCCESS,2026-06-16 00:47:41.806458
T006088,C0076,M0033,28202.79,CARD,SUCCESS,2026-09-05 18:00:46.488378
T006089,C0320,M0035,30732.31,WALLET,SUCCESS,2026-06-24 15:21:53.756071
T006090,C0057,M0007,22397.53,CARD,SUCCESS,2026-08-11 16:15:14.953202
T006091,C0398,M0032,33263.54,WALLET,SUCCESS,2026-08-07 04:21:28.779184
T006092,C0340,M0015,5473.52,NET_BANKING,SUCCESS,2026-08-14 15:47:11.708411
T006093,C0084,M0047,12327.05,UPI,SUCCESS,2026-07-24 14:34:47.462634
T006094,C0097,M0017,19689.78,UPI,SUCCESS,2026-08-29 21:37:13.617573
T006095,C0481,M0047,6334.87,WALLET,SUCCESS,2026-06-16 07:33:45.113826
T006096,C0398,M0016,21695.41,WALLET,SUCCESS,2026-08-08 20:30:31.797226
T006097,C0026,M0050,43930.85,UPI,SUCCESS,2026-07-02 18:44:12.797995
T006098,C0326,M0041,23702.47,UPI,SUCCESS,2026-06-19 20:12:04.306414
T006099,C0472,M0032,22595.7,NET_BANKING,SUCCESS,2026-07-20 15:46:49.917146
T006100,C0378,M0033,45821.86,CARD,SUCCESS,2026-06-22 00:47:49.882756
T006101,C0016,M0016,10118.45,NET_BANKING,PENDING,2026-06-30 03:54:40.412582
T006102,C0406,M0006,18485.53,CARD,SUCCESS,2026-07-19 16:38:05.358468
T006103,C0355,M0009,45313.87,WALLET,SUCCESS,2026-08-20 12:44:58.145482
T006104,C0007,M0032,15055.85,UPI,SUCCESS,2026-08-27 17:23:29.906153
T006105,C0428,M0003,49333.38,UPI,SUCCESS,2026-06-14 19:02:37.361112
T006106,C0238,M0048,4656.88,CARD,FAILED,2026-06-21 16:57:48.477951
T006107,C0095,M0004,37086.87,NET_BANKING,SUCCESS,2026-08-15 06:35:36.070438
T006108,C0317,M0018,30611.2,WALLET,SUCCESS,2026-08-11 15:03:01.588471
T006109,C0246,M0004,25681.75,CARD,SUCCESS,2026-07-22 15:37:59.523214
T006110,C0449,M0022,23720.13,UPI,SUCCESS,2026-08-13 06:50:40.280089
T006111,C0366,M0006,32707.63,NET_BANKING,SUCCESS,2026-08-29 21:40:21.240479
T006112,C0316,M0009,9793.5,CARD,SUCCESS,2026-06-10 16:35:22.407888
T006113,C0419,M0039,2498.49,NET_BANKING,FAILED,2026-08-14 11:23:29.107876
T006114,C0217,M0020,12169.94,NET_BANKING,SUCCESS,2026-07-11 03:54:56.827859
T006115,C0291,M0010,17440.91,NET_BANKING,SUCCESS,2026-06-20 03:49:19.700521
T006116,C0029,M0021,5361.19,CARD,PENDING,2026-06-25 19:39:36.722733
T006117,C0213,M0039,26227.3,WALLET,SUCCESS,2026-07-21 05:35:56.748513
T006118,C0260,M0037,10967.87,WALLET,SUCCESS,2026-08-03 20:38:26.681715
T006119,C0022,M0038,41581.14,NET_BANKING,SUCCESS,2026-06-09 19:38:40.918984
T006120,C0475,M0033,40056.36,CARD,SUCCESS,2026-08-15 02:36:01.895417
T006121,C0417,M0013,37944.6,UPI,SUCCESS,2026-07-05 00:55:10.239801
T006122,C0040,M0028,9104.91,WALLET,SUCCESS,2026-06-27 09:57:42.984762
T006123,C0187,M0021,1044.52,CARD,SUCCESS,2026-07-11 04:46:44.079221
T006124,C0119,M0018,35078.25,CARD,SUCCESS,2026-09-02 16:52:48.167655
T006125,C0323,M0050,42574.07,NET_BANKING,SUCCESS,2026-07-02 23:35:23.775313
T006126,C0268,M0030,117.1,CARD,SUCCESS,2026-08-06 14:59:09.093381
T006127,C0344,M0023,43623.89,WALLET,SUCCESS,2026-08-25 21:18:00.138625
T006128,C0243,M0026,14127.16,UPI,SUCCESS,2026-09-01 11:56:12.000204
T006129,C0212,M0032,31731.5,CARD,SUCCESS,2026-07-18 17:07:17.999701
T006130,C0006,M0024,10612.76,CARD,SUCCESS,2026-08-14 19:43:08.117356
T006131,C0067,M0006,48037.89,CARD,SUCCESS,2026-08-06 07:22:22.863358
T006132,C0399,M0030,23912.77,CARD,SUCCESS,2026-08-09 07:53:32.189771
T006133,C0314,M0021,15673.5,CARD,SUCCESS,2026-07-02 01:14:06.058062
T006134,C0489,M0031,34886.02,CARD,SUCCESS,2026-07-14 06:30:39.410108
T006135,C0302,M0034,41338.82,WALLET,SUCCESS,2026-06-23 00:47:40.337106
T006136,C0109,M0023,46686.79,UPI,SUCCESS,2026-06-11 18:32:10.689628
T006137,C0202,M0040,956.04,CARD,SUCCESS,2026-08-06 20:26:14.624109
T006138,C0253,M0031,13709.79,UPI,SUCCESS,2026-06-10 18:38:04.443443
T006139,C0170,M0038,12340.31,CARD,SUCCESS,2026-06-12 15:03:15.173398
T006140,C0402,M0003,34077.45,CARD,SUCCESS,2026-08-05 18:00:32.825407
T006141,C0087,M0016,33125.28,CARD,SUCCESS,2026-09-03 02:07:55.256834
T006142,C0348,M0041,17427.86,CARD,SUCCESS,2026-07-19 04:58:28.611626
T006143,C0423,M0033,43729.96,CARD,SUCCESS,2026-07-03 23:06:48.682615
T006144,C0084,M0011,31440.56,WALLET,SUCCESS,2026-09-05 12:24:18.430620
T006145,C0128,M0048,18185.62,UPI,FAILED,2026-07-11 13:25:21.171919
T006146,C0193,M0045,22734.27,CARD,SUCCESS,2026-08-08 12:11:23.200776
T006147,C0341,M0035,31481.17,NET_BANKING,SUCCESS,2026-07-01 09:00:18.412303
T006148,C0392,M0006,37127.72,CARD,SUCCESS,2026-09-01 08:10:58.262609
T006149,C0139,M0018,28349.64,WALLET,SUCCESS,2026-08-09 22:50:37.215183
T006150,C0364,M0031,8508.45,UPI,SUCCESS,2026-08-22 14:56:09.597434
T006151,C0211,M0011,20685.22,NET_BANKING,SUCCESS,2026-08-20 15:29:45.329147
T006152,C0017,M0048,43825.82,WALLET,SUCCESS,2026-07-06 10:01:49.703053
T006153,C0473,M0003,5268.38,WALLET,SUCCESS,2026-06-14 22:58:49.044036
T006154,C0455,M0002,18945.69,NET_BANKING,SUCCESS,2026-06-21 18:29:23.147447
T006155,C0495,M0008,8218.97,WALLET,SUCCESS,2026-09-01 18:07:52.923564
T006156,C0281,M0047,23005.24,CARD,SUCCESS,2026-07-04 08:15:52.200831
T006157,C0078,M0035,17170.3,CARD,SUCCESS,2026-06-20 20:18:49.310297
T006158,C0445,M0004,25476.18,UPI,FAILED,2026-08-21 05:57:04.361346
T006159,C0016,M0030,28839.87,WALLET,FAILED,2026-07-31 07:25:23.534863
T006160,C0393,M0026,13083.21,NET_BANKING,SUCCESS,2026-08-03 18:35:28.942737
T006161,C0287,M0036,2568.95,CARD,SUCCESS,2026-06-21 06:29:04.326081
T006162,C0400,M0004,1856.79,CARD,SUCCESS,2026-08-29 16:43:58.800895
T006163,C0025,M0005,15930.05,NET_BANKING,SUCCESS,2026-06-10 03:18:17.423068
T006164,C0424,M0041,37514.39,NET_BANKING,FAILED,2026-07-21 00:27:49.111046
T006165,C0477,M0036,6157.48,CARD,SUCCESS,2026-08-14 03:20:04.767922
T006166,C0373,M0045,31171.57,NET_BANKING,SUCCESS,2026-07-02 21:05:52.842018
T006167,C0221,M0021,546.19,NET_BANKING,SUCCESS,2026-08-12 10:18:17.171669
T006168,C0128,M0049,28260.14,UPI,SUCCESS,2026-06-16 08:14:59.242964
T006169,C0382,M0016,13964.84,UPI,SUCCESS,2026-06-28 08:37:07.426952
T006170,C0368,M0043,47580.44,CARD,SUCCESS,2026-08-10 10:38:53.142914
T006171,C0102,M0031,33237.81,NET_BANKING,SUCCESS,2026-09-05 05:35:42.802942
T006172,C0174,M0015,12936.22,CARD,SUCCESS,2026-07-28 18:15:28.304256
T006173,C0023,M0023,17071.03,NET_BANKING,SUCCESS,2026-08-06 09:10:15.139582
T006174,C0002,M0004,44473.68,NET_BANKING,SUCCESS,2026-08-11 12:56:32.282372
T006175,C0384,M0027,11454.74,NET_BANKING,FAILED,2026-07-14 13:01:10.604239
T006176,C0285,M0006,15984.87,NET_BANKING,SUCCESS,2026-08-18 14:43:24.602077
T006177,C0143,M0042,32879.13,UPI,SUCCESS,2026-08-13 06:18:25.746454
T006178,C0077,M0044,28115.58,NET_BANKING,SUCCESS,2026-07-04 13:56:37.182574
T006179,C0441,M0034,3459.94,CARD,SUCCESS,2026-08-02 07:07:40.981253
T006180,C0086,M0044,3030.54,NET_BANKING,PENDING,2026-08-21 02:24:03.492002
T006181,C0458,M0028,36873.35,UPI,SUCCESS,2026-08-01 18:31:02.835506
T006182,C0285,M0015,2437.04,WALLET,PENDING,2026-06-08 14:20:49.127710
T006183,C0476,M0038,39746.92,CARD,SUCCESS,2026-08-24 11:36:27.198406
T006184,C0080,M0003,26504.78,NET_BANKING,SUCCESS,2026-09-01 20:57:22.038943
T006185,C0132,M0023,36506.84,UPI,SUCCESS,2026-06-19 13:39:54.747719
T006186,C0075,M0034,17964.69,WALLET,SUCCESS,2026-08-28 07:26:04.028756
T006187,C0424,M0031,22134.75,WALLET,SUCCESS,2026-07-23 00:00:51.940284
T006188,C0143,M0034,46669.52,WALLET,SUCCESS,2026-06-12 11:49:25.593198
T006189,C0384,M0020,14600.47,UPI,SUCCESS,2026-08-24 11:33:19.231741
T006190,C0370,M0014,30962.78,NET_BANKING,SUCCESS,2026-06-13 19:57:39.443613
T006191,C0091,M0033,45944.38,CARD,SUCCESS,2026-08-15 07:06:50.297230
T006192,C0283,M0050,6731.31,UPI,SUCCESS,2026-08-06 05:44:05.025237
T006193,C0413,M0019,43289.14,WALLET,SUCCESS,2026-08-03 05:25:46.880279
T006194,C0186,M0030,22653.1,CARD,FAILED,2026-07-22 12:55:21.882901
T006195,C0144,M0026,10062.59,WALLET,SUCCESS,2026-07-19 20:09:31.471259
T006196,C0118,M0034,38010.9,UPI,SUCCESS,2026-08-07 04:46:55.149832
T006197,C0155,M0046,6788.18,WALLET,SUCCESS,2026-08-04 00:42:59.837699
T006198,C0403,M0035,32367.22,CARD,SUCCESS,2026-09-04 08:30:52.390248
T006199,C0305,M0046,25973.07,CARD,SUCCESS,2026-06-21 05:15:28.378726
T006200,C0180,M0015,7274.6,NET_BANKING,SUCCESS,2026-06-25 03:45:15.947821
T006201,C0200,M0029,457.19,CARD,PENDING,2026-08-05 17:27:11.345310
T006202,C0423,M0016,23539.9,UPI,SUCCESS,2026-07-05 17:56:28.166674
T006203,C0117,M0049,5407.73,WALLET,SUCCESS,2026-06-13 06:53:42.689526
T006204,C0381,M0025,32232.62,CARD,SUCCESS,2026-08-22 22:54:54.286684
T006205,C0455,M0043,9524.23,NET_BANKING,SUCCESS,2026-07-02 19:57:59.452251
T006206,C0465,M0034,47275.91,CARD,SUCCESS,2026-06-14 03:44:19.188111
T006207,C0374,M0046,3896.9,UPI,SUCCESS,2026-07-25 22:49:28.002432
T006208,C0474,M0018,10773.93,WALLET,FAILED,2026-07-25 00:03:46.049206
T006209,C0171,M0007,32098.64,NET_BANKING,FAILED,2026-06-18 17:16:14.557710
T006210,C0282,M0023,10782.33,UPI,SUCCESS,2026-07-19 01:56:10.350881
T006211,C0396,M0031,17747.36,CARD,SUCCESS,2026-09-04 21:48:54.677138
T006212,C0256,M0027,43862.76,NET_BANKING,SUCCESS,2026-09-03 03:22:35.249158
T006213,C0313,M0004,48499.92,NET_BANKING,SUCCESS,2026-08-03 07:43:04.546633
T006214,C0280,M0039,28208.17,UPI,SUCCESS,2026-08-03 17:46:29.349132
T006215,C0348,M0016,7676.69,WALLET,SUCCESS,2026-07-08 20:53:39.302768
T006216,C0055,M0039,45605.38,NET_BANKING,SUCCESS,2026-07-28 22:21:41.880656
T006217,C0438,M0029,4080.9,NET_BANKING,SUCCESS,2026-07-30 16:06:48.387210
T006218,C0236,M0041,38053.89,NET_BANKING,SUCCESS,2026-09-05 15:26:34.492851
T006219,C0081,M0004,35487.9,NET_BANKING,SUCCESS,2026-06-14 16:47:52.697245
T006220,C0128,M0046,14893.23,UPI,SUCCESS,2026-08-22 00:01:32.547797
T006221,C0491,M0014,41422.4,CARD,FAILED,2026-08-23 23:50:52.637009
T006222,C0248,M0042,11544.95,WALLET,SUCCESS,2026-07-24 17:17:45.740611
T006223,C0425,M0015,46961.29,UPI,SUCCESS,2026-09-02 09:59:23.579430
T006224,C0184,M0036,43517.13,CARD,SUCCESS,2026-08-31 21:13:49.234721
T006225,C0006,M0005,31545.68,UPI,PENDING,2026-07-19 12:30:19.584168
T006226,C0393,M0004,39383.85,WALLET,SUCCESS,2026-06-20 22:43:23.590924
T006227,C0018,M0046,11930.74,NET_BANKING,SUCCESS,2026-07-29 10:28:45.452839
T006228,C0438,M0030,42597.1,NET_BANKING,SUCCESS,2026-06-25 06:32:19.992067
T006229,C0354,M0020,43728.04,NET_BANKING,SUCCESS,2026-07-28 01:09:33.515948
T006230,C0280,M0044,2374.65,UPI,SUCCESS,2026-07-02 01:09:36.528791
T006231,C0386,M0022,34560.85,NET_BANKING,FAILED,2026-07-08 15:44:53.076798
T006232,C0364,M0017,26124.82,WALLET,SUCCESS,2026-08-27 22:32:12.645927
T006233,C0271,M0042,17486.92,CARD,SUCCESS,2026-08-03 22:16:07.491038
T006234,C0355,M0020,14444.76,UPI,SUCCESS,2026-08-16 01:20:28.068826
T006235,C0121,M0048,18694.43,WALLET,SUCCESS,2026-08-14 04:07:18.808872
T006236,C0342,M0028,23350.95,WALLET,SUCCESS,2026-07-03 18:42:13.326523
T006237,C0123,M0019,30392.29,NET_BANKING,SUCCESS,2026-08-16 01:26:44.922024
T006238,C0196,M0028,15690.55,UPI,FAILED,2026-08-09 21:40:27.432498
T006239,C0406,M0013,36179.21,NET_BANKING,SUCCESS,2026-08-06 17:23:30.097746
T006240,C0356,M0014,34196.38,UPI,SUCCESS,2026-06-10 01:37:55.173189
T006241,C0500,M0035,13692.59,WALLET,SUCCESS,2026-08-14 09:00:34.053478
T006242,C0363,M0013,45110.71,CARD,SUCCESS,2026-07-31 04:14:14.355631
T006243,C0169,M0032,4488.55,NET_BANKING,SUCCESS,2026-07-19 14:28:21.168404
T006244,C0257,M0037,35098.51,CARD,FAILED,2026-07-21 08:02:32.928746
T006245,C0029,M0030,21252.04,NET_BANKING,SUCCESS,2026-08-24 21:35:37.350024
T006246,C0220,M0029,17705.02,WALLET,SUCCESS,2026-08-22 04:13:31.001255
T006247,C0369,M0007,41502.83,CARD,SUCCESS,2026-06-14 17:06:57.951523
T006248,C0449,M0031,119.41,WALLET,SUCCESS,2026-07-16 10:23:11.272454
T006249,C0236,M0001,27146.69,WALLET,SUCCESS,2026-09-02 07:59:30.495051
T006250,C0310,M0042,44606.85,WALLET,SUCCESS,2026-06-29 07:24:58.097056
T006251,C0420,M0008,29425.39,NET_BANKING,SUCCESS,2026-08-26 04:06:48.508006
T006252,C0113,M0040,5821.11,UPI,PENDING,2026-06-26 15:03:12.580679
T006253,C0415,M0033,34919.45,WALLET,SUCCESS,2026-09-05 03:37:22.082091
T006254,C0069,M0034,24149.99,NET_BANKING,SUCCESS,2026-08-08 22:54:57.713545
T006255,C0299,M0007,25373.01,UPI,SUCCESS,2026-06-22 02:13:56.733660
T006256,C0274,M0012,14794.17,UPI,SUCCESS,2026-06-11 13:29:41.790869
T006257,C0425,M0043,11432.55,UPI,SUCCESS,2026-08-17 19:12:14.245417
T006258,C0330,M0014,4979.28,UPI,SUCCESS,2026-07-09 03:31:11.978140
T006259,C0037,M0015,4888.53,CARD,SUCCESS,2026-07-25 08:36:29.514488
T006260,C0170,M0045,43850.62,NET_BANKING,FAILED,2026-06-27 22:45:15.032224
T006261,C0300,M0024,35132.76,WALLET,SUCCESS,2026-09-03 00:54:37.414757
T006262,C0002,M0044,40604.04,NET_BANKING,FAILED,2026-06-09 02:08:56.037027
T006263,C0146,M0046,30973.28,CARD,SUCCESS,2026-07-04 09:12:51.459060
T006264,C0329,M0034,27452.63,UPI,SUCCESS,2026-07-12 19:07:59.158237
T006265,C0347,M0007,34655.41,NET_BANKING,SUCCESS,2026-06-12 07:08:55.154591
T006266,C0483,M0029,44035.41,CARD,FAILED,2026-08-11 07:31:10.935712
T006267,C0022,M0015,5046.89,NET_BANKING,SUCCESS,2026-06-21 11:05:49.797585
T006268,C0243,M0024,33481.12,WALLET,SUCCESS,2026-08-27 06:05:06.367039
T006269,C0178,M0040,49134.97,NET_BANKING,FAILED,2026-09-05 11:35:43.255323
T006270,C0065,M0014,42365.58,NET_BANKING,FAILED,2026-08-11 17:43:21.936154
T006271,C0147,M0011,9961.8,CARD,SUCCESS,2026-07-30 00:22:58.663331
T006272,C0239,M0024,16258.27,UPI,SUCCESS,2026-07-14 04:47:42.910897
T006273,C0115,M0049,20906.03,CARD,SUCCESS,2026-06-08 14:45:16.971936
T006274,C0456,M0021,35269.71,WALLET,SUCCESS,2026-07-17 16:10:44.244757
T006275,C0084,M0049,38547.92,NET_BANKING,SUCCESS,2026-06-14 12:35:57.366333
T006276,C0221,M0004,20314.79,NET_BANKING,SUCCESS,2026-06-30 10:50:31.789591
T006277,C0361,M0003,17353.64,WALLET,SUCCESS,2026-06-09 20:26:17.375121
T006278,C0384,M0016,43779.31,NET_BANKING,SUCCESS,2026-06-09 22:51:57.155076
T006279,C0386,M0050,44921.61,NET_BANKING,SUCCESS,2026-08-27 23:05:21.421717
T006280,C0150,M0004,20341.55,UPI,FAILED,2026-06-22 05:10:31.227069
T006281,C0244,M0004,21600.52,CARD,SUCCESS,2026-08-09 01:30:17.013939
T006282,C0181,M0049,27608.97,WALLET,SUCCESS,2026-07-07 12:04:53.800179
T006283,C0175,M0032,12257.47,NET_BANKING,SUCCESS,2026-07-01 02:57:15.062591
T006284,C0220,M0048,6329.66,UPI,SUCCESS,2026-08-05 19:47:41.423221
T006285,C0160,M0038,10836.93,UPI,SUCCESS,2026-06-27 03:19:36.128929
T006286,C0042,M0039,28993.06,WALLET,SUCCESS,2026-08-25 07:22:32.289328
T006287,C0416,M0009,4368.08,WALLET,SUCCESS,2026-08-18 12:13:25.956237
T006288,C0462,M0034,9030.07,CARD,SUCCESS,2026-07-21 09:05:20.728170
T006289,C0399,M0044,14843.18,NET_BANKING,SUCCESS,2026-08-15 09:47:49.979056
T006290,C0011,M0050,19104.57,CARD,FAILED,2026-08-25 03:23:29.614987
T006291,C0153,M0016,36725.53,UPI,SUCCESS,2026-07-16 14:06:24.316478
T006292,C0422,M0004,48535.21,CARD,FAILED,2026-08-27 18:19:45.396366
T006293,C0347,M0023,7996.25,WALLET,SUCCESS,2026-06-13 08:01:09.848002
T006294,C0169,M0026,35972.62,WALLET,SUCCESS,2026-09-04 09:07:39.474841
T006295,C0454,M0025,13567.1,WALLET,SUCCESS,2026-07-13 21:08:42.932549
T006296,C0488,M0034,16951.41,CARD,FAILED,2026-06-15 08:01:01.625376
T006297,C0235,M0045,24686.42,WALLET,SUCCESS,2026-07-12 05:06:55.861373
T006298,C0242,M0037,46838.2,CARD,SUCCESS,2026-06-16 14:06:49.308824
T006299,C0101,M0025,14189.12,UPI,SUCCESS,2026-06-13 08:58:56.153368
T006300,C0264,M0005,4366.31,NET_BANKING,SUCCESS,2026-06-11 05:40:57.242390
T006301,C0298,M0012,8671.01,UPI,SUCCESS,2026-07-31 00:52:39.718147
T006302,C0133,M0046,12665.73,NET_BANKING,SUCCESS,2026-07-04 15:13:18.438423
T006303,C0368,M0025,266.17,UPI,SUCCESS,2026-07-29 03:19:44.130164
T006304,C0359,M0046,42072.14,CARD,SUCCESS,2026-07-29 17:50:37.839693
T006305,C0033,M0042,579.15,WALLET,SUCCESS,2026-07-01 16:35:45.632484
T006306,C0266,M0026,15814.21,CARD,SUCCESS,2026-07-21 12:20:21.549506
T006307,C0237,M0023,25823.45,CARD,SUCCESS,2026-08-01 19:52:32.665603
T006308,C0132,M0030,25237.16,CARD,PENDING,2026-07-19 01:21:38.446748
T006309,C0457,M0015,119.46,UPI,SUCCESS,2026-07-17 06:53:26.546856
T006310,C0210,M0046,45713.59,CARD,PENDING,2026-06-13 21:27:41.906185
T006311,C0466,M0016,40944.58,NET_BANKING,SUCCESS,2026-07-09 04:49:39.161823
T006312,C0412,M0048,19131.96,UPI,SUCCESS,2026-08-02 06:09:41.909758
T006313,C0356,M0035,27281.39,UPI,FAILED,2026-08-27 06:04:04.066535
T006314,C0216,M0034,40404.89,UPI,SUCCESS,2026-07-15 13:13:14.994653
T006315,C0230,M0035,26225.29,CARD,SUCCESS,2026-07-27 05:49:43.661385
T006316,C0037,M0011,6359.16,CARD,SUCCESS,2026-08-21 23:26:17.712564
T006317,C0369,M0027,17880.42,WALLET,SUCCESS,2026-06-21 03:49:34.387236
T006318,C0012,M0031,4471.2,CARD,SUCCESS,2026-08-08 21:36:35.077354
T006319,C0173,M0036,41190.5,WALLET,SUCCESS,2026-08-17 14:00:07.394155
T006320,C0245,M0029,1158.18,CARD,SUCCESS,2026-07-09 11:12:11.022576
T006321,C0454,M0047,43682.82,NET_BANKING,PENDING,2026-08-01 16:54:31.771400
T006322,C0413,M0015,26728.06,UPI,SUCCESS,2026-06-27 03:39:15.588630
T006323,C0232,M0006,33856.16,WALLET,SUCCESS,2026-08-21 21:41:27.999910
T006324,C0257,M0038,5472.64,NET_BANKING,SUCCESS,2026-09-05 05:13:39.182289
T006325,C0034,M0050,48098.6,UPI,FAILED,2026-07-04 08:02:50.978110
T006326,C0184,M0016,44990.55,UPI,SUCCESS,2026-08-30 03:24:30.778126
T006327,C0132,M0016,38368.26,NET_BANKING,SUCCESS,2026-08-13 00:42:07.785886
T006328,C0142,M0002,19767.59,NET_BANKING,SUCCESS,2026-06-25 19:14:34.766475
T006329,C0037,M0002,43985.62,UPI,SUCCESS,2026-07-05 00:15:34.498919
T006330,C0131,M0038,49175.39,UPI,SUCCESS,2026-08-26 13:23:25.395375
T006331,C0031,M0031,44778.32,WALLET,SUCCESS,2026-06-27 01:32:01.631571
T006332,C0298,M0028,17882.35,NET_BANKING,SUCCESS,2026-07-13 09:23:32.329364
T006333,C0197,M0006,37615.93,UPI,SUCCESS,2026-06-08 11:43:10.967114
T006334,C0149,M0023,1964.04,CARD,SUCCESS,2026-07-13 22:45:34.742074
T006335,C0141,M0014,46750.31,NET_BANKING,SUCCESS,2026-07-11 19:30:20.269797
T006336,C0434,M0022,47464.35,CARD,SUCCESS,2026-07-20 03:10:50.730657
T006337,C0001,M0043,20894.04,WALLET,SUCCESS,2026-07-15 20:16:00.988941
T006338,C0231,M0035,27637.47,UPI,SUCCESS,2026-06-12 23:39:57.884171
T006339,C0391,M0037,2715.7,CARD,SUCCESS,2026-07-10 04:44:38.182006
T006340,C0053,M0028,48088.13,WALLET,SUCCESS,2026-07-27 07:30:33.802242
T006341,C0354,M0028,42774.96,UPI,SUCCESS,2026-09-03 15:28:05.713289
T006342,C0453,M0027,7177.47,CARD,FAILED,2026-06-25 13:31:11.008795
T006343,C0374,M0017,42547.83,CARD,SUCCESS,2026-06-18 19:16:41.242006
T006344,C0019,M0040,40649.22,CARD,SUCCESS,2026-07-10 21:43:36.075366
T006345,C0029,M0016,28827.93,WALLET,SUCCESS,2026-07-19 09:15:11.029595
T006346,C0229,M0032,662.78,UPI,SUCCESS,2026-07-12 15:23:24.271533
T006347,C0187,M0027,33694.47,UPI,SUCCESS,2026-08-31 19:30:37.435088
T006348,C0010,M0032,47790.73,CARD,SUCCESS,2026-06-09 03:09:49.261708
T006349,C0030,M0021,43334.66,NET_BANKING,SUCCESS,2026-08-21 08:33:48.834095
T006350,C0301,M0004,37846.68,UPI,SUCCESS,2026-07-21 02:34:10.996542
T006351,C0403,M0050,29443.65,CARD,SUCCESS,2026-09-05 13:38:51.824043
T006352,C0438,M0030,39556.73,NET_BANKING,SUCCESS,2026-07-25 10:45:24.133816
T006353,C0091,M0012,38209.97,CARD,PENDING,2026-08-07 07:17:27.234744
T006354,C0417,M0039,45092.92,UPI,SUCCESS,2026-08-30 07:13:11.550316
T006355,C0279,M0026,47361.86,NET_BANKING,SUCCESS,2026-06-12 16:58:56.327971
T006356,C0026,M0022,19132.95,UPI,SUCCESS,2026-06-18 06:40:58.265920
T006357,C0184,M0007,18347.03,NET_BANKING,SUCCESS,2026-08-29 17:31:35.300117
T006358,C0097,M0014,26653.28,NET_BANKING,FAILED,2026-08-01 04:02:10.218856
T006359,C0486,M0050,9128.09,NET_BANKING,SUCCESS,2026-08-17 21:17:55.095080
T006360,C0251,M0023,39478.66,NET_BANKING,SUCCESS,2026-08-01 11:33:29.008342
T006361,C0357,M0040,28012.37,CARD,SUCCESS,2026-07-24 17:16:10.874089
T006362,C0117,M0022,17349.75,CARD,SUCCESS,2026-07-23 07:02:52.876300
T006363,C0053,M0011,47862.2,CARD,SUCCESS,2026-08-16 09:18:28.771816
T006364,C0302,M0002,39639.73,WALLET,SUCCESS,2026-06-29 08:07:48.665492
T006365,C0090,M0027,32386.44,NET_BANKING,SUCCESS,2026-07-31 09:24:25.530496
T006366,C0323,M0009,20628.95,NET_BANKING,PENDING,2026-06-17 20:56:25.266637
